team, Date, OPPONENT, PassYdLine, PASS_YD, RecYdLine, REC_YD, RecYdLine, REC_YD, result, OverUnder, Spread, ReceptionsPG, PlaysPG, TargetsPG, ExpectedPointsPG, PointsPG, NetYdsPerPassAtt, RushYdsPG, RushYdsPerAtt, RushFirstDownsPG, RecTDPG, YardsPerPlay, TurnoversPG, FumblesPG, FirstDownsPG, PassCompsPG, PassAttPG, PassTDPG, PassIntPG, PassFirstDownsPG, PenaltiesPG, PenaltyFirstDownsPG, ScoresPerOffDrivePG, YardsPG, FeelsLike, WindSpeed, passYPG, recYPG1, recYPG2, medianPassYPG, medianRecYPG1, medianRecYPG2
Trevor Lawrence Christian Kirk Zay Jones, 10/23, nyg, 229.5, 310, 54.5, 96, 35.5, 54, 2, 44, -3.0, 12.60, 63.40, 21.20, -7.37, 21.80, 6.00, 144.20, 5.20, 7.88, 0.76, 5.60, 1.12, 0.76, 21.80, 20.50, 33.40, 1.24, 0.35, 11.80, 6.53, 2.12, 39.80, 358.20, 76.80, 7.80, 214.20, 57.80, 32.10, 262.00, 72.00, 42.00
Trevor Lawrence Christian Kirk Zay Jones, 10/30, den, 217.5, 133, 51.5, 40, 42.5, 28, 1, 41, -1.0, 11.70, 63.50, 18.80, 0.43, 21.10, 5.60, 109.80, 4.30, 6.41, 0.53, 5.00, 1.35, 0.47, 19.10, 23.10, 35.60, 1.18, 0.88, 10.60, 6.24, 2.06, 35.90, 320.00, 61.60, 14.10, 214.20, 57.80, 32.10, 275.00, 78.00, 54.00
Trevor Lawrence Christian Kirk Zay Jones, 11/06, lvr, 239.5, 235, 57.5, 76, 43.5, 40, 0, 48, 2.5, 12.20, 63.40, 18.50, -7.77, 24.60, 6.70, 122.80, 4.50, 7.41, 0.76, 5.80, 0.76, 0.41, 21.20, 23.50, 34.70, 1.47, 0.35, 12.10, 5.47, 1.65, 40.80, 365.60, 87.10, 12.50, 214.20, 57.80, 32.10, 262.00, 72.00, 42.00
Trevor Lawrence Christian Kirk Zay Jones, 11/13, kan, 257.5, 259, 65.5, 105, 44.5, 68, 2, 52, 9.5, 13.10, 64.30, 20.20, -3.86, 21.70, 5.60, 107.20, 4.40, 6.00, 1.18, 5.10, 1.18, 0.53, 19.80, 24.00, 36.40, 1.94, 0.65, 12.20, 5.76, 1.65, 35.90, 328.20, 25.50, 7.20, 214.20, 57.80, 32.10, 262.00, 76.00, 42.00
Trevor Lawrence Christian Kirk Zay Jones, 11/27, bal, 225.5, 321, 62.5, 46, 45.5, 145, 0, 43, 3.0, 13.50, 61.60, 20.80, -1.90, 18.50, 6.20, 92.10, 3.90, 5.35, 0.71, 5.30, 1.47, 0.65, 19.00, 23.20, 34.90, 1.18, 0.82, 12.10, 4.65, 1.53, 35.80, 324.30, 79.50, 14.70, 214.20, 57.80, 32.10, 259.00, 76.00, 42.00
Trevor Lawrence Christian Kirk Zay Jones, 12/04, det, 253.5, 179, 60.5, 104, 48.5, 16, 0, 51, 1.5, 13.40, 63.30, 20.90, -9.39, 25.10, 7.00, 146.50, 5.20, 7.94, 0.88, 6.20, 1.29, 0.59, 22.20, 20.80, 32.90, 1.53, 0.71, 12.30, 6.06, 1.94, 41.20, 392.40, 70.00, 0.00, 214.20, 57.80, 32.10, 262.00, 76.00, 54.00
Trevor Lawrence Christian Kirk Zay Jones, 12/11, ten, 235.5, 368, 57.5, 45, 44.5, 77, 0, 42, 3.0, 14.50, 64.70, 22.10, -3.07, 21.10, 6.60, 76.90, 3.40, 5.47, 1.18, 5.40, 1.18, 0.35, 19.90, 25.80, 39.50, 1.71, 0.82, 12.60, 6.76, 1.82, 33.90, 351.60, 51.20, 9.20, 214.20, 57.80, 32.10, 259.00, 76.00, 42.00
Trevor Lawrence Christian Kirk Zay Jones, 12/18, dal, 248.5, 318, 55.5, 92, 54.5, 109, 2, 48, 3.5, 12.00, 64.80, 19.10, 1.87, 20.10, 5.70, 129.30, 4.40, 7.00, 1.29, 5.10, 1.94, 1.00, 19.20, 20.30, 32.40, 1.35, 0.94, 10.20, 5.76, 2.00, 33.50, 330.20, 54.10, 8.40, 214.20, 57.80, 32.10, 262.00, 76.00, 54.00
Trevor Lawrence Christian Kirk Zay Jones, 12/22, nyj, 208.5, 229, 48.5, 22, 44.5, 14, 0, 36, 2.5, 9.88, 64.30, 16.60, 1.53, 18.60, 5.40, 121.60, 4.20, 6.88, 0.59, 4.80, 0.94, 0.24, 18.20, 20.40, 32.70, 0.88, 0.71, 9.76, 5.29, 1.59, 32.30, 311.10, 35.60, 16.30, 214.20, 57.80, 32.10, 262.00, 76.00, 54.00
Trevor Lawrence Christian Kirk Zay Jones, 01/01, hou, 240.5, 152, 51.5, 21, 45.5, 24, 1, 44, -3.5, 10.30, 66.70, 16.00, -4.73, 24.70, 6.30, 170.20, 5.10, 8.82, 0.35, 5.70, 1.59, 0.65, 21.90, 19.80, 30.70, 0.88, 0.94, 11.50, 5.59, 1.53, 35.20, 379.50, 70.00, 0.00, 214.20, 57.80, 32.10, 262.00, 76.00, 54.00
Trevor Lawrence Christian Kirk Zay Jones, 01/07, ten, 269.5, 212, 59.5, 99, 58.5, 21, 0, 40, -5.5, 14.50, 64.70, 22.10, -3.07, 21.10, 6.60, 76.90, 3.40, 5.47, 1.18, 5.40, 1.18, 0.35, 19.90, 25.80, 39.50, 1.71, 0.82, 12.60, 6.76, 1.82, 33.90, 351.60, 52.50, 2.20, 214.20, 57.80, 32.10, 259.00, 72.00, 42.00
Jalen Hurts AJ Brown DeVonta Smith, 09/11, det, 225.5, 243, 68.5, 155, 44.5, 0, 0, 48, -6.0, 13.40, 63.30, 20.90, -9.39, 25.10, 7.00, 146.50, 5.20, 7.94, 0.88, 6.20, 1.29, 0.59, 22.20, 20.80, 32.90, 1.53, 0.71, 12.30, 6.06, 1.94, 41.20, 392.40, 70.00, 0.00, 209.60, 66.80, 53.90, 209.60, 66.80, 53.90
Jalen Hurts AJ Brown DeVonta Smith, 09/19, min, 237.5, 333, 75.5, 69, 47.5, 80, 0, 50, -3.0, 14.70, 65.80, 22.20, -6.12, 25.10, 6.90, 123.10, 4.50, 6.65, 0.76, 5.90, 1.47, 0.59, 21.10, 24.00, 36.30, 1.35, 0.88, 13.20, 6.53, 1.29, 41.10, 388.70, 73.60, 0.20, 209.60, 66.80, 53.90, 243.00, 155.00, 0.00
Jalen Hurts AJ Brown DeVonta Smith, 09/25, was, 240.5, 340, 75.5, 85, 45.5, 169, 2, 48, -5.5, 11.00, 58.70, 18.00, 0.43, 20.20, 5.80, 113.30, 4.40, 6.00, 0.88, 5.20, 1.06, 0.53, 16.80, 18.10, 30.20, 1.53, 0.53, 9.12, 5.00, 1.71, 31.50, 304.60, 75.40, 12.40, 209.60, 66.80, 53.90, 333.00, 155.00, 80.00
Jalen Hurts AJ Brown DeVonta Smith, 10/02, jax, 251.5, 204, 70.5, 95, 55.5, 17, 0, 44, -6.5, 11.60, 65.10, 19.10, -3.07, 20.60, 6.40, 114.80, 4.20, 6.71, 1.06, 5.40, 1.59, 0.76, 20.60, 22.60, 35.40, 1.47, 0.82, 12.40, 5.29, 1.47, 36.10, 353.30, 56.80, 22.30, 209.60, 66.80, 53.90, 333.00, 85.00, 80.00
Jalen Hurts AJ Brown DeVonta Smith, 10/09, ari, 247.5, 239, 72.5, 32, 53.5, 87, 0, 48, -5.5, 12.40, 63.20, 19.20, -4.81, 26.40, 6.20, 118.60, 4.50, 7.29, 0.65, 5.50, 1.18, 0.53, 21.40, 24.40, 34.90, 1.71, 0.65, 12.80, 5.53, 1.24, 41.60, 348.90, 70.00, 0.00, 209.60, 66.80, 53.90, 333.00, 95.00, 80.00
Jalen Hurts AJ Brown DeVonta Smith, 10/16, dal, 234.5, 155, 66.5, 67, 51.5, 44, 0, 43, -6.5, 12.00, 64.80, 19.10, 1.87, 20.10, 5.70, 129.30, 4.40, 7.00, 1.29, 5.10, 1.94, 1.00, 19.20, 20.30, 32.40, 1.35, 0.94, 10.20, 5.76, 2.00, 33.50, 330.20, 59.90, 3.10, 209.60, 66.80, 53.90, 243.00, 85.00, 80.00
Jalen Hurts AJ Brown DeVonta Smith, 10/30, pit, 229.5, 285, 73.5, 156, 53.5, 23, 0, 43, -11.0, 10.70, 60.20, 18.50, -2.77, 20.40, 6.50, 108.10, 4.20, 5.59, 1.00, 5.50, 1.35, 0.18, 18.50, 19.50, 31.90, 1.71, 1.18, 11.50, 5.65, 1.35, 37.30, 330.40, 62.00, 0.20, 209.60, 66.80, 53.90, 243.00, 85.00, 80.00
Jalen Hurts AJ Brown DeVonta Smith, 11/03, hou, 233.5, 243, 68.5, 59, 51.5, 22, 0, 46, -14.0, 10.30, 66.70, 16.00, -4.73, 24.70, 6.30, 170.20, 5.10, 8.82, 0.35, 5.70, 1.59, 0.65, 21.90, 19.80, 30.70, 0.88, 0.94, 11.50, 5.59, 1.53, 35.20, 379.50, 70.00, 0.00, 209.60, 66.80, 53.90, 243.00, 85.00, 44.00
Jalen Hurts AJ Brown DeVonta Smith, 11/14, was, 242.5, 175, 72.5, 7, 54.5, 39, 1, 43, -11.0, 11.00, 58.70, 18.00, 0.43, 20.20, 5.80, 113.30, 4.40, 6.00, 0.88, 5.20, 1.06, 0.53, 16.80, 18.10, 30.20, 1.53, 0.53, 9.12, 5.00, 1.71, 31.50, 304.60, 37.50, 7.70, 209.60, 66.80, 53.90, 243.00, 85.00, 44.00
Jalen Hurts AJ Brown DeVonta Smith, 11/20, ind, 237.5, 190, 70.5, 60, 60.5, 78, 0, 46, -6.5, 11.60, 64.20, 17.60, -3.00, 25.10, 6.10, 124.10, 4.10, 7.47, 0.88, 5.20, 1.24, 0.65, 20.20, 21.50, 31.60, 1.47, 0.59, 10.80, 5.24, 1.94, 36.00, 334.00, 70.00, 0.00, 209.60, 66.80, 53.90, 243.00, 69.00, 39.00
Jalen Hurts AJ Brown DeVonta Smith, 11/27, gnb, 220.5, 153, 74.5, 46, 59.5, 50, 1, 46, -6.5, 11.00, 58.30, 16.60, -3.76, 21.80, 6.50, 139.50, 5.00, 7.59, 0.76, 5.80, 1.41, 0.41, 18.90, 18.50, 28.10, 1.29, 1.00, 9.59, 5.88, 1.71, 38.20, 336.50, 62.10, 18.90, 209.60, 66.80, 53.90, 243.00, 69.00, 44.00
Jalen Hurts AJ Brown DeVonta Smith, 12/04, ten, 226.5, 380, 75.5, 119, 59.5, 102, 2, 44, -4.5, 14.50, 64.70, 22.10, -3.07, 21.10, 6.60, 76.90, 3.40, 5.47, 1.18, 5.40, 1.18, 0.35, 19.90, 25.80, 39.50, 1.71, 0.82, 12.60, 6.76, 1.82, 33.90, 351.60, 39.40, 7.90, 209.60, 66.80, 53.90, 239.00, 67.00, 44.00
Jalen Hurts AJ Brown DeVonta Smith, 12/11, nyg, 224.5, 217, 72.5, 70, 55.5, 64, 0, 44, -7.0, 12.60, 63.40, 21.20, -7.37, 21.80, 6.00, 144.20, 5.20, 7.88, 0.76, 5.60, 1.12, 0.76, 21.80, 20.50, 33.40, 1.24, 0.35, 11.80, 6.53, 2.12, 39.80, 358.20, 32.70, 6.60, 209.60, 66.80, 53.90, 243.00, 69.00, 50.00
Jalen Hurts AJ Brown DeVonta Smith, 12/18, chi, 220.5, 315, 64.5, 181, 54.5, 126, 2, 48, -8.5, 10.80, 61.40, 16.40, -9.95, 27.20, 7.40, 157.30, 4.90, 8.88, 0.76, 6.10, 1.35, 0.53, 21.20, 19.00, 28.30, 1.29, 0.82, 10.80, 4.94, 1.53, 41.80, 375.90, 1.60, 17.30, 209.60, 66.80, 53.90, 239.00, 69.00, 50.00
Jalen Hurts AJ Brown DeVonta Smith, 01/08, nyg, 241.5, 229, 65.5, 95, 65.5, 67, 0, 42, -16.5, 12.60, 63.40, 21.20, -7.37, 21.80, 6.00, 144.20, 5.20, 7.88, 0.76, 5.60, 1.12, 0.76, 21.80, 20.50, 33.40, 1.24, 0.35, 11.80, 6.53, 2.12, 39.80, 358.20, 37.10, 10.50, 209.60, 66.80, 53.90, 243.00, 70.00, 64.00
Aaron Rodgers Allen Lazard Christian Watson, 09/18, chi, 242.5, 234, 38.5, 13, 18.5, 9, 1, 42, -10.0, 10.80, 61.40, 16.40, -9.95, 27.20, 7.40, 157.30, 4.90, 8.88, 0.76, 6.10, 1.35, 0.53, 21.20, 19.00, 28.30, 1.29, 0.82, 10.80, 4.94, 1.53, 41.80, 375.90, 73.00, 5.80, 257.20, 34.20, 0.00, 257.20, 34.20, 0.00
Aaron Rodgers Allen Lazard Christian Watson, 10/02, nwe, 228.5, 251, 40.5, 116, 19.5, 8, 0, 40, -9.5, 12.20, 64.20, 19.80, 3.26, 20.40, 5.70, 105.50, 4.10, 5.29, 0.88, 5.00, 1.76, 0.65, 18.50, 21.40, 35.10, 1.65, 1.12, 11.40, 5.24, 1.76, 30.50, 322.00, 64.90, 7.90, 257.20, 34.20, 0.00, 234.00, 13.00, 9.00
Aaron Rodgers Allen Lazard Christian Watson, 10/09, nyg, 232.5, 222, 46.5, 35, 15.5, 1, 1, 42, -9.5, 12.60, 63.40, 21.20, -7.37, 21.80, 6.00, 144.20, 5.20, 7.88, 0.76, 5.60, 1.12, 0.76, 21.80, 20.50, 33.40, 1.24, 0.35, 11.80, 6.53, 2.12, 39.80, 358.20, 64.30, 10.30, 257.20, 34.20, 0.00, 251.00, 116.00, 9.00
Aaron Rodgers Allen Lazard Christian Watson, 11/17, ten, 247.5, 227, 47.5, 57, 44.5, 48, 0, 40, -3.0, 14.50, 64.70, 22.10, -3.07, 21.10, 6.60, 76.90, 3.40, 5.47, 1.18, 5.40, 1.18, 0.35, 19.90, 25.80, 39.50, 1.71, 0.82, 12.60, 6.76, 1.82, 33.90, 351.60, 15.00, 10.20, 257.20, 34.20, 0.00, 234.00, 35.00, 8.00
Aaron Rodgers Allen Lazard Christian Watson, 11/27, phi, 223.5, 140, 46.5, 24, 38.5, 110, 0, 46, 6.5, 10.80, 63.10, 18.00, 1.22, 20.20, 4.90, 121.60, 4.60, 6.76, 0.94, 4.80, 1.59, 0.59, 19.10, 20.60, 32.70, 1.29, 1.00, 10.90, 5.59, 1.41, 32.40, 301.50, 62.10, 18.90, 257.20, 34.20, 0.00, 234.00, 57.00, 9.00
Aaron Rodgers Allen Lazard Christian Watson, 12/04, chi, 228.5, 182, 46.5, 67, 49.5, 48, 0, 44, -3.5, 10.80, 61.40, 16.40, -9.95, 27.20, 7.40, 157.30, 4.90, 8.88, 0.76, 6.10, 1.35, 0.53, 21.20, 19.00, 28.30, 1.29, 0.82, 10.80, 4.94, 1.53, 41.80, 375.90, 24.30, 14.00, 257.20, 34.20, 0.00, 227.00, 35.00, 9.00
Aaron Rodgers Allen Lazard Christian Watson, 12/19, lar, 224.5, 229, 45.5, 7, 48.5, 46, 0, 40, -7.5, 13.60, 61.70, 19.50, -4.45, 22.60, 6.50, 115.10, 4.30, 6.24, 0.76, 5.50, 1.29, 0.35, 19.50, 22.10, 32.70, 1.35, 0.94, 11.90, 4.82, 1.29, 41.00, 341.10, 7.80, 4.60, 257.20, 34.20, 0.00, 227.00, 57.00, 48.00
Aaron Rodgers Allen Lazard Christian Watson, 12/25, mia, 255.5, 238, 43.5, 61, 55.5, 49, 0, 50, 3.5, 13.20, 63.90, 21.10, -3.91, 23.50, 6.00, 103.00, 4.10, 5.76, 0.65, 5.30, 0.82, 0.35, 19.80, 24.50, 36.70, 1.59, 0.47, 11.80, 4.94, 2.24, 37.50, 337.80, 39.20, 13.00, 257.20, 34.20, 0.00, 227.00, 35.00, 46.00
Aaron Rodgers Allen Lazard Christian Watson, 01/01, min, 255.5, 159, 48.5, 59, 48.5, 11, 0, 48, -3.0, 14.70, 65.80, 22.20, -6.12, 25.10, 6.90, 123.10, 4.50, 6.65, 0.76, 5.90, 1.47, 0.59, 21.10, 24.00, 36.30, 1.35, 0.88, 13.20, 6.53, 1.29, 41.10, 388.70, 33.30, 10.20, 257.20, 34.20, 0.00, 229.00, 57.00, 48.00
Aaron Rodgers Allen Lazard Christian Watson, 01/08, det, 254.5, 205, 56.5, 41, 55.5, 104, 0, 49, -5.5, 13.40, 63.30, 20.90, -9.39, 25.10, 7.00, 146.50, 5.20, 7.94, 0.88, 6.20, 1.29, 0.59, 22.20, 20.80, 32.90, 1.53, 0.71, 12.30, 6.06, 1.94, 41.20, 392.40, 12.20, 6.90, 257.20, 34.20, 0.00, 227.00, 57.00, 46.00
Patrick Mahomes Travis Kelce JuJu Smith-Schuster, 09/11, ari, 285.5, 360, 73.5, 121, 46.5, 79, 2, 54, -6.5, 12.40, 63.20, 19.20, -4.81, 26.40, 6.20, 118.60, 4.50, 7.29, 0.65, 5.50, 1.18, 0.53, 21.40, 24.40, 34.90, 1.71, 0.65, 12.80, 5.53, 1.24, 41.60, 348.90, 70.00, 0.00, 284.60, 70.30, 25.80, 284.60, 70.30, 25.80
Patrick Mahomes Travis Kelce JuJu Smith-Schuster, 09/15, lac, 295.5, 235, 79.5, 51, 55.5, 10, 1, 52, -4.0, 10.70, 58.90, 17.40, -4.97, 22.60, 6.20, 145.80, 5.40, 7.00, 0.82, 5.90, 1.41, 0.59, 18.70, 18.20, 29.70, 1.41, 0.82, 10.30, 4.71, 1.41, 37.20, 346.10, 77.30, 5.80, 284.60, 70.30, 25.80, 360.00, 121.00, 79.00
Patrick Mahomes Travis Kelce JuJu Smith-Schuster, 09/25, ind, 290.5, 262, 73.5, 58, 50.5, 89, 0, 51, -4.5, 11.60, 64.20, 17.60, -3.00, 25.10, 6.10, 124.10, 4.10, 7.47, 0.88, 5.20, 1.24, 0.65, 20.20, 21.50, 31.60, 1.47, 0.59, 10.80, 5.24, 1.94, 36.00, 334.00, 70.00, 0.00, 284.60, 70.30, 25.80, 360.00, 121.00, 79.00
Patrick Mahomes Travis Kelce JuJu Smith-Schuster, 10/02, tam, 269.5, 249, 70.5, 92, 54.5, 46, 0, 47, 2.0, 12.60, 63.10, 20.20, -2.15, 21.10, 5.60, 120.70, 4.50, 6.06, 0.94, 5.10, 1.18, 0.59, 18.50, 21.40, 33.50, 1.71, 0.59, 10.90, 5.71, 1.47, 33.00, 324.30, 72.90, 5.60, 284.60, 70.30, 25.80, 262.00, 58.00, 79.00
Patrick Mahomes Travis Kelce JuJu Smith-Schuster, 10/10, lvr, 279.5, 292, 72.5, 25, 50.5, 33, 0, 52, -7.0, 12.20, 63.40, 18.50, -7.77, 24.60, 6.70, 122.80, 4.50, 7.41, 0.76, 5.80, 0.76, 0.41, 21.20, 23.50, 34.70, 1.47, 0.35, 12.10, 5.47, 1.65, 40.80, 365.60, 73.00, 6.20, 284.60, 70.30, 25.80, 262.00, 92.00, 79.00
Patrick Mahomes Travis Kelce JuJu Smith-Schuster, 10/16, buf, 297.5, 338, 78.5, 108, 47.5, 113, 2, 54, 2.5, 12.60, 62.30, 20.30, 0.28, 17.90, 5.60, 104.60, 4.30, 6.44, 1.13, 5.10, 1.69, 0.63, 19.60, 22.60, 35.60, 1.31, 1.06, 11.30, 5.56, 1.81, 31.00, 319.10, 62.60, 13.50, 284.60, 70.30, 25.80, 262.00, 58.00, 46.00
Patrick Mahomes Travis Kelce JuJu Smith-Schuster, 10/23, sfo, 277.5, 423, 71.5, 98, 46.5, 124, 2, 49, -1.0, 13.00, 60.40, 19.70, 3.31, 16.30, 5.90, 77.70, 3.40, 4.53, 0.94, 5.00, 1.76, 0.59, 17.10, 22.90, 34.90, 1.18, 1.18, 11.10, 5.65, 1.53, 25.70, 300.60, 68.00, 10.00, 284.60, 70.30, 25.80, 292.00, 92.00, 79.00
Patrick Mahomes Travis Kelce JuJu Smith-Schuster, 11/06, ten, 284.5, 446, 72.5, 106, 54.5, 88, 2, 46, -14.0, 14.50, 64.70, 22.10, -3.07, 21.10, 6.60, 76.90, 3.40, 5.47, 1.18, 5.40, 1.18, 0.35, 19.90, 25.80, 39.50, 1.71, 0.82, 12.60, 6.76, 1.82, 33.90, 351.60, 56.10, 10.50, 284.60, 70.30, 25.80, 292.00, 92.00, 79.00
Patrick Mahomes Travis Kelce JuJu Smith-Schuster, 11/13, jax, 305.5, 331, 80.5, 81, 62.5, 33, 0, 52, -9.5, 11.60, 65.10, 19.10, -3.07, 20.60, 6.40, 114.80, 4.20, 6.71, 1.06, 5.40, 1.59, 0.76, 20.60, 22.60, 35.40, 1.47, 0.82, 12.40, 5.29, 1.47, 36.10, 353.30, 25.50, 7.20, 284.60, 70.30, 25.80, 338.00, 98.00, 88.00
Patrick Mahomes Travis Kelce JuJu Smith-Schuster, 11/27, lar, 281.5, 320, 79.5, 57, 55.5, 38, 0, 42, -15.5, 13.60, 61.70, 19.50, -4.45, 22.60, 6.50, 115.10, 4.30, 6.24, 0.76, 5.50, 1.29, 0.35, 19.50, 22.10, 32.70, 1.35, 0.94, 11.90, 4.82, 1.29, 41.00, 341.10, 38.70, 8.40, 284.60, 70.30, 25.80, 331.00, 92.00, 79.00
Patrick Mahomes Travis Kelce JuJu Smith-Schuster, 12/04, cin, 304.5, 223, 80.5, 56, 52.5, 35, 1, 52, -2.5, 10.60, 62.30, 17.90, -1.25, 20.10, 6.20, 106.60, 4.20, 6.38, 0.69, 5.40, 1.50, 0.69, 18.40, 20.60, 34.90, 1.06, 0.81, 10.80, 6.25, 1.25, 36.40, 335.70, 39.20, 4.30, 284.60, 70.30, 25.80, 331.00, 92.00, 79.00
Patrick Mahomes Travis Kelce JuJu Smith-Schuster, 12/11, den, 273.5, 352, 71.5, 71, 49.5, 74, 0, 44, -8.5, 11.70, 63.50, 18.80, 0.43, 21.10, 5.60, 109.80, 4.30, 6.41, 0.53, 5.00, 1.35, 0.47, 19.10, 23.10, 35.60, 1.18, 0.88, 10.60, 6.24, 2.06, 35.90, 320.00, 61.60, 17.00, 284.60, 70.30, 25.80, 320.00, 81.00, 46.00
Patrick Mahomes Travis Kelce JuJu Smith-Schuster, 12/18, hou, 300.0, 336, 76.5, 105, 50.5, 88, 2, 48, -14.0, 10.30, 66.70, 16.00, -4.73, 24.70, 6.30, 170.20, 5.10, 8.82, 0.35, 5.70, 1.59, 0.65, 21.90, 19.80, 30.70, 0.88, 0.94, 11.50, 5.59, 1.53, 35.20, 379.50, 70.00, 0.00, 284.60, 70.30, 25.80, 331.00, 81.00, 74.00
Patrick Mahomes Travis Kelce JuJu Smith-Schuster, 12/24, sea, 296.5, 224, 82.5, 113, 53.5, 27, 0, 50, -10.0, 10.10, 65.70, 17.00, -6.66, 23.60, 6.10, 150.20, 4.90, 7.65, 0.65, 5.50, 1.47, 0.65, 20.40, 20.20, 32.20, 1.35, 0.82, 11.10, 5.76, 1.71, 37.20, 361.70, -2.90, 11.60, 284.60, 70.30, 25.80, 331.00, 81.00, 74.00
Patrick Mahomes Travis Kelce JuJu Smith-Schuster, 01/01, den, 287.5, 328, 75.5, 43, 56.5, 21, 0, 46, -12.5, 11.70, 63.50, 18.80, 0.43, 21.10, 5.60, 109.80, 4.30, 6.41, 0.53, 5.00, 1.35, 0.47, 19.10, 23.10, 35.60, 1.18, 0.88, 10.60, 6.24, 2.06, 35.90, 320.00, 49.10, 2.00, 284.60, 70.30, 25.80, 331.00, 92.00, 74.00
Patrick Mahomes Travis Kelce JuJu Smith-Schuster, 01/07, lvr, 329.5, 202, 76.5, 38, 53.5, 35, 1, 52, -8.5, 12.20, 63.40, 18.50, -7.77, 24.60, 6.70, 122.80, 4.50, 7.41, 0.76, 5.80, 0.76, 0.41, 21.20, 23.50, 34.70, 1.47, 0.35, 12.10, 5.47, 1.65, 40.80, 365.60, 70.00, 0.00, 284.60, 70.30, 25.80, 328.00, 81.00, 46.00
